IdPanel,IdExperimento,VidaUtil
17,18,23.36201615185855
18,18,29.55752613640498
19,18,5.325930834830025
20,18,41.20016697833349
21,18,31.751041413653127
22,18,21.288287261545207
23,18,2.833520681124523
24,18,48.66664076009885
25,18,14.269453285210979
0,19,27.367274433059173
1,19,42.779085578474316
2,19,13.491726808161706
3,19,35.31806460580984
4,19,35.81811222858649
5,19,34.67254236463655
6,19,11.239029772697583
7,19,26.4222099586597
8,19,9.565060154291917
9,19,52.69350273653228
10,19,9.167636785700905
11,19,37.37255768917616
12,19,27.160383241871205
13,19,3.74548619472717
14,19,4.8422798436396
15,19,28.497734694813047
16,19,21.74974002986054
17,19,31.923452117764835
18,19,8.255765023041132
19,19,28.186039979791474
20,19,47.181195353270404
21,19,36.261199875375915
22,19,28.055869902998964
23,19,34.85905343377002
24,19,0.4830499908255076
25,19,30.941913969154747
0,20,3.8720123143874137
1,20,3.7065885723230183
2,20,16.31204819664669
3,20,50.92870838680675
4,20,48.719184482690494
5,20,38.5297883303233
6,20,52.14040087874503
7,20,3.3026454122606457
8,20,37.40569291248233
9,20,26.610178831296892
10,20,3.5625172109087346
11,20,13.96982727896792
12,20,27.91879349720193
13,20,40.75118119538473
14,20,32.8762401543573
15,20,44.15723766577426
16,20,33.07239610791706
17,20,33.108611578613484
18,20,29.44490569269604
19,20,48.516734717267795
20,20,44.82161469614189
21,20,38.51486855598867
22,20,6.995469997952476
23,20,16.226300990474236
24,20,3.733203130004321
25,20,43.21169048233359
0,21,34.69048940497406
1,21,21.038614212734416
2,21,27.45167438117417
3,21,25.889607764173824
4,21,28.88463158009667
5,21,32.604654628915895
6,21,44.608450906938174
7,21,27.106417212614087
8,21,19.841142268333954
9,21,36.68835272525714
10,21,50.60225527253889
11,21,1.5467431055562086
12,21,30.92220356118859
13,21,5.23746321368901
14,21,34.48901664706813
15,21,15.444685634876016
16,21,27.392822385624694
17,21,14.864677594900991
18,21,36.50164472555034
19,21,30.797608563786007
20,21,7.683478592888168
21,21,14.995721212766195
22,21,38.964451217714505
23,21,17.404102970618325
24,21,49.31283900009046
25,21,51.14268024247441
0,22,41.06495686210637
1,22,36.040617966973805
2,22,51.4397458620016
3,22,8.002887943045295
4,22,33.1964284809719
5,22,34.97582623836745
6,22,25.710269281109554
7,22,3.7312870729230783
8,22,29.887454770137126
9,22,27.92180985482379
10,22,38.24676187750044
11,22,21.842388514630045
12,22,10.148341513991463
13,22,51.98670029321288
14,22,31.9113022491182
15,22,4.524888665712087
16,22,51.73019924386829
17,22,12.365062611434437
18,22,20.942903318086483
19,22,9.491913111791499
20,22,29.76174956189932
21,22,18.27599376947104
22,22,8.545629978771718
23,22,3.5254440499906963
24,22,50.95899555852449
25,22,38.625092352030954
0,23,12.980002626217896
1,23,14.684580824773134
2,23,38.59234560572677
3,23,19.940311707022992
4,23,11.869037153930142
5,23,26.362824135482185
6,23,49.01697465438592
7,23,5.0485147939049275
8,23,26.30640543140644
9,23,38.097084834342965
10,23,35.320134411403586
11,23,52.05274434318373
12,23,11.024000492287477
13,23,52.826081433742196
14,23,33.37428340066386
15,23,42.81185724518061
16,23,38.4260680434348
17,23,30.391148629203514
18,23,22.103879888862977
19,23,17.36750968466503
20,23,14.977310643719477
21,23,51.53257483231238
22,23,5.664996498041696
23,23,50.962084517358186
24,23,52.14427818248615
25,23,38.70813253512163
0,24,49.022613033023404
1,24,2.3341361167847574
2,24,34.889675553242895
3,24,13.313114690093276
4,24,34.24655291504194
5,24,45.1680512522679
6,24,45.217111561504176
7,24,30.979572185518485
8,24,17.330132118187766
9,24,37.53195540467333
10,24,54.69849050549546
11,24,13.033177322629822
12,24,50.83064646278872
13,24,19.746714429603273
14,24,4.049788749857651
15,24,18.053729951695388
16,24,1.8454837571679716
17,24,50.231105512682376
18,24,22.364698478398516
19,24,35.34811063949405
20,24,8.854112919466292
21,24,30.913720408572708
22,24,23.461829498578375
23,24,20.832766258408487
24,24,38.969264704985356
25,24,16.011636069164563
0,25,54.09098887551941
1,25,30.306188804577157
2,25,44.36452683613204
3,25,44.93343368254718
4,25,2.983405129011491
5,25,5.648343608231477
6,25,53.116196468833145
7,25,16.929984196757907
8,25,46.59630952517397
9,25,0.2748322641869688
10,25,35.36900337163678
11,25,51.100860039363354
12,25,27.012787581848126
13,25,8.99885260561516
14,25,13.06226215208467
15,25,47.22547337352843
16,25,40.064512636550695
17,25,30.621745428526026
18,25,27.762903843593325
19,25,39.05542615110701
20,25,22.118942165671953
21,25,4.157892397565242
22,25,11.51134375054553
23,25,40.4707211062599
24,25,9.267538306835739
25,25,41.11269717050973
0,26,48.06612205450408
1,26,26.87404710050157
2,26,48.21580510246896
3,26,10.698874964603295
4,26,33.69678244155493
5,26,36.57179842134406
6,26,0.7181511255258233
7,26,0.34796994201079845
8,26,5.914638790839753
9,26,4.820480347508154
10,26,22.09525380515266
11,26,50.969152502873506
12,26,27.260523259739095
13,26,8.650552067419623
14,26,37.89769386930751
15,26,51.50859738268171
16,26,30.880264580440098
17,26,52.246100896568464
18,26,0.09580118146390759
19,26,5.461519862633611
20,26,4.956099307049521
21,26,0.031488259428901766
22,26,15.15609163572517
23,26,17.632986946038788
24,26,34.71983324018305
25,26,25.280340567913274
0,27,46.1442320332693
1,27,15.96607789030784
2,27,52.564189849144036
3,27,9.905070370089478
4,27,43.712631852264686
5,27,11.734275883514627
6,27,32.45498339315737
7,27,25.25630953962112
8,27,14.310500097674007
9,27,19.3634070090255
10,27,12.390351441970486
11,27,44.32503646229989
12,27,26.60427999946084
13,27,49.13169158449636
14,27,23.386255761817512
15,27,18.96669085762997
16,27,27.829861751324206
17,27,26.791489752915897
18,27,22.165904467449646
19,27,23.01814572585512
20,27,15.173532280516312
21,27,48.981418659089236
22,27,27.247683665018698
23,27,30.362858359752565
24,27,5.700520568390497
25,27,15.107755018996205
0,28,16.692183026346726
1,28,23.371587722933835
2,28,24.19783845388819
3,28,47.18376851735206
4,28,41.031152234417775
5,28,43.00221516366606
6,28,6.10709828257947
7,28,15.47112796393963
8,28,5.046202174328359
9,28,38.041134827834895
10,28,47.23066633666693
11,28,30.056006721350293
12,28,10.911413720077052
13,28,31.644236600638724
14,28,2.7630797109849037
15,28,45.06927388244043
16,28,36.60661198824386
17,28,15.163036398995196
18,28,4.263934700417206
19,28,44.832528148016316
20,28,29.763472426816644
21,28,51.484448690861605
22,28,4.698290508446574
23,28,3.235838312798165
24,28,3.7871943021969305
25,28,2.743522099102756
0,29,7.95010195101743
1,29,16.352340837069523
2,29,40.93639523632129
3,29,36.32907702614703
4,29,19.172435048154455
5,29,54.0744925018627
6,29,32.70674123543272
7,29,51.607947667976404
8,29,13.13068263103289
9,29,31.161785083398446
10,29,43.805220935826235
11,29,44.40802746160538
12,29,31.59656172337509
13,29,44.78661222381207
14,29,26.82723049053362
15,29,26.25665328604421
16,29,36.41604538057958
17,29,28.164254465882582
18,29,4.8380083205988536
19,29,18.881660883707333
20,29,5.887914019538275
21,29,1.7128793566910816
22,29,23.43327846603435
23,29,11.320625362667998
24,29,37.183178369297394
25,29,0.8408334512699261
0,30,16.808586224794958
1,30,33.315574638027215
2,30,36.808821662917595
3,30,20.062987780922946
4,30,30.911124012384736
5,30,36.53796069718075
6,30,19.12412570222666
7,30,41.53316295458989
8,30,53.33279085822351
9,30,30.74983241803405
10,30,11.024834468631903
11,30,15.021164382614247
12,30,8.107521356364336
13,30,37.8612937541568
14,30,32.280571585314775
15,30,26.371401968895857
16,30,31.71108290778942
17,30,48.41764756188205
18,30,1.7309914416659127
19,30,0.31052805956432783
20,30,49.828946030532585
21,30,44.63167951780941
22,30,44.73619575283641
23,30,35.884086604477716
24,30,40.654596405581984
25,30,7.3301526463736835
0,31,9.236029164499149
1,31,2.753699675217622
2,31,31.6375373377693
3,31,19.448372012279435
4,31,23.730061441388024
5,31,36.44178351830828
6,31,0.014084795474890721
7,31,6.568610313999957
8,31,1.5527266870531198
9,31,5.581744571306216
10,31,5.23549007730489
11,31,19.30295852546127
12,31,6.0962198856339525
13,31,41.01555690920913
14,31,2.9361084350160245
15,31,24.66512900645684
16,31,41.32003591416486
17,31,37.8536655841472
18,31,45.00334958482058
19,31,50.84850321784564
20,31,11.402200678166178
21,31,35.77035203119296
22,31,53.83693409936858
23,31,20.334362053807773
24,31,53.26078436431074
25,31,25.370659262361492
0,32,34.61240205464809
1,32,5.257619895509526
2,32,52.283290777368734
3,32,22.008310955612394
4,32,11.315478078072605
5,32,27.466340953301998
6,32,33.17999273841743
7,32,6.389459808757546
8,32,27.761974877291166
9,32,42.03840740910128
10,32,43.51808650184462
11,32,8.032366577134713
12,32,3.597350484135416
13,32,49.376283484945404
14,32,43.06836457552158
15,32,40.850072525685725
16,32,7.309772164438576
17,32,1.3682927829339202
18,32,44.91757859016533
19,32,8.580595885533082
20,32,22.254886942748705
21,32,34.46022729124561
22,32,30.118907153779805
23,32,4.359219575987458
24,32,0.4425471052667246
25,32,37.886437534922166
0,33,22.728469781183158
1,33,48.34201067991089
2,33,28.036494946655175
3,33,21.586866303952036
4,33,26.16268784268428
5,33,50.1884773584563
6,33,51.84067795912473
7,33,35.95230120343852
8,33,37.29423521894705
9,33,5.365981658814041
10,33,23.644273191675968
11,33,52.76432629794858
12,33,52.418951219373774
13,33,28.731561441417735
14,33,6.5379315639346745
15,33,50.617976863773656
16,33,38.87564679549674
17,33,10.920508123248466
18,33,3.280470555145167
19,33,45.65584263842993
20,33,53.019961932822106
21,33,44.849581730889575
22,33,12.6146338636716
23,33,30.056243243053043
24,33,42.180487692025
25,33,4.164484401114087
0,34,31.407736883232513
1,34,1.5998099730657966
2,34,15.771767993233878
3,34,11.59177265013753
4,34,53.32090394099882
5,34,45.27190691169763
6,34,10.549559867795196
7,34,50.927120485749874
8,34,36.43690567558259
9,34,54.95219012199343
10,34,33.79333949407909
11,34,40.24713327882866
12,34,11.114469235496426
13,34,0.858741967781485
14,34,54.19723893461301
15,34,41.898626199998134
16,34,37.86344282804049
17,34,53.803503004156084
18,34,25.140442303604956
19,34,0.7057679086162771
20,34,32.176772340803566
21,34,4.294434784662514
22,34,35.753763017530545
23,34,32.878493477225526
24,34,38.4931439550929
25,34,53.56486947583773
0,35,10.681365264123134
1,35,6.111530149634491
2,35,46.96833731453307
3,35,19.945329794749295
4,35,25.978843932693202
5,35,27.973411072727846
6,35,46.162944179688616
7,35,17.093045102523103
8,35,0.8386676848847147
9,35,37.44755295022634
10,35,31.740241588441908
11,35,11.864404944908681
12,35,45.68332752132434
13,35,43.791685491773464
14,35,22.41102800492004
15,35,13.322830569348074
16,35,0.4645264852824532
17,35,7.178798795288505
18,35,9.311394130561329
19,35,15.445616668982481
20,35,7.011062414746754
21,35,51.68888744044732
22,35,40.182398992512745
23,35,42.99553569924134
24,35,10.189826908421576
25,35,26.607361056049154
0,36,25.710102481259913
1,36,15.030159124987842
2,36,9.760605206579067
3,36,48.40549371134138
4,36,2.093283034302289
5,36,31.08717199177347
6,36,52.36386588445609
7,36,48.77887087847259
8,36,16.977730707737383
9,36,42.1374097417694
10,36,3.2439965071429153
11,36,53.23968403445404
12,36,15.759831355840449
13,36,46.19326313667759
14,36,48.53283307955419
15,36,51.18215931016694
16,36,41.48831508902571
17,36,17.63273112765424
18,36,29.16052406512793
19,36,14.961980515582376
20,36,14.40921726455435
21,36,41.42778645010897
22,36,22.099538476631754
23,36,49.44674572507995
24,36,43.162701696412306
25,36,31.40470281183104
0,37,53.90005338234664
1,37,49.39555104738405
2,37,12.17324019660455
3,37,35.11652643519661
4,37,9.649542408997531
5,37,31.16824493990167
6,37,20.743762587218193
7,37,48.20179986396378
8,37,34.14504684712497
9,37,41.15522787358149
10,37,4.892382701191984
11,37,44.627374169435114
12,37,0.09782466453410799
13,37,1.9431310576466516
14,37,35.32573109340492
15,37,51.2976182507155
16,37,43.559079103081466
17,37,40.966656894490136
18,37,26.066809199529114
19,37,44.66472092664335
20,37,33.50166929411619
21,37,46.51396071734665
22,37,5.31843482306548
23,37,29.346286002508908
24,37,5.871597722390948
25,37,41.41684656389041
0,38,15.897487493793443
1,38,47.97642825380496
2,38,6.464663372672014
3,38,9.552793415805011
4,38,44.3087516380497
5,38,8.705100417602207
6,38,7.025374010098101
7,38,20.063968861438248
8,38,11.78359910783191
9,38,52.17943052232227
10,38,8.573965303561428
11,38,39.5283531247452
12,38,49.21799564084167
13,38,29.834827976513864
14,38,18.681296082717207
15,38,17.171861416570504
16,38,28.979660439118224
17,38,47.97321681155916
18,38,25.27943778546746
19,38,31.026110535101516
20,38,13.941392182851292
21,38,27.97683476995874
22,38,22.327635646926662
23,38,11.226580506038628
24,38,6.915609210052357
25,38,35.189951522222906
0,39,18.754067986626087
1,39,6.036052612700815
2,39,41.038750453170486
3,39,40.71160273924607
4,39,17.34681277078101
5,39,10.76892411512985
6,39,5.067433413165694
7,39,50.452799901925246
8,39,34.54842472826
9,39,3.496885239510117
10,39,47.36323637573443
11,39,28.56077589014148
12,39,48.925271185389285
13,39,3.823377987937458
14,39,27.844889040483466
15,39,35.24393040369385
16,39,23.199937429991312
17,39,31.648925422606123
18,39,29.205348614380146
19,39,41.24062579112408
20,39,9.294338670203674
21,39,13.960530861432957
22,39,10.564565342208212
23,39,37.3401609054622
24,39,43.1576886889017
25,39,46.91558211503096
0,40,38.3345443922796
1,40,28.353611310353653
2,40,41.523870909138154
3,40,9.244639970535054
4,40,22.531096495905395
5,40,3.8200556093079507
6,40,41.64114674357896
7,40,19.101761651954906
8,40,53.193453887779306
9,40,33.229099020691855
10,40,0.043949024424224103
11,40,36.952800061504185
12,40,38.31643076778209
13,40,13.340126114699284
14,40,34.5993077235393
15,40,37.49572534513717
16,40,45.09811943346835
17,40,37.1714159335077
18,40,27.14038852585157
19,40,17.48593252780074
20,40,24.471730092078396
21,40,11.907707985942688
22,40,12.346259260343473
23,40,23.18788633149262
24,40,31.65475045086712
25,40,45.27600822775117
0,41,30.025861580053185
1,41,44.27375715685252
2,41,40.2808045418424
3,41,4.088697395556319
4,41,9.387375695841742
5,41,0.622974702754136
6,41,48.56125470741115
7,41,27.255416802070418
8,41,3.9541668049234535
9,41,22.437464900521373
10,41,50.44367399245487
11,41,8.770584100575775
12,41,30.895937048296933
13,41,36.22619259662191
14,41,5.862064681831091
15,41,13.39658091711886
16,41,9.766798174737575
17,41,33.374786243898996
18,41,40.7637965992053
19,41,37.86121105049661
20,41,22.097704082578844
21,41,20.022499110515273
22,41,43.52717833603254
23,41,0.9905635971990245
24,41,42.00445275600817
25,41,50.68538298915437
0,42,23.15460121271655
1,42,53.1895248124673
2,42,11.874343799645345
3,42,1.9244554798613849
4,42,35.11740097700992
5,42,31.249224540325987
6,42,25.260576584609375
7,42,22.08025539336112
8,42,46.05716790996827
9,42,8.753912709873838
10,42,37.14586515848566
11,42,25.29449407261863
12,42,9.187290604250217
13,42,11.50290198888494
14,42,16.40928454420509
15,42,51.149116458429084
16,42,0.9056640070679622
17,42,6.341114693190455
18,42,22.972237526447994
19,42,44.39515284269335
20,42,3.758858292587321
21,42,16.6635531931483
22,42,19.042180782694828
23,42,6.1128772187337015
24,42,29.017672568668416
25,42,27.60570708735567
0,43,6.641409656552925
1,43,13.416386626277465
2,43,54.70888919251142
3,43,53.79692593115351
4,43,30.50288016271371
5,43,38.366400437184154
6,43,47.40731584986479
7,43,10.3566912850676
8,43,1.040082683357948
9,43,23.34932247441247
10,43,19.873709307625226
11,43,52.556254149021925
12,43,22.06722291449091
13,43,31.982931266867645
14,43,29.569645772503808
15,43,1.7704270225816476
16,43,9.466940968644996
17,43,9.566962708928726
18,43,9.023985522012788
19,43,23.461150642797694
20,43,6.81005698868932
21,43,53.15331310236456
22,43,42.19721714905301
23,43,42.524272847208955
24,43,21.830240872406943
25,43,8.543217202417877
0,44,39.46932803154629
1,44,49.06531166789066
2,44,11.719433540571229
3,44,4.397071168922772
4,44,37.551459105559125
5,44,35.83449460591677
6,44,17.50325665945243
7,44,7.736822177520243
8,44,46.087805595004944
9,44,47.790539023516025
10,44,8.520926748497706
11,44,7.652150763933746
12,44,36.89157765784514
